주문 번호,주문 일자,배송 일자,배송 방법,고객번호,고객명,고객 세그먼트,시군구,시도,국가,제품 코드,제품 대분류,제품 중분류,제품명,관리자,반품?,매출,수량,할인율,수익
ID-2023-13191,5/19/23,5/23/23,표준 배송,TS-21610,정인희,소비자,남구,부산광역시,대한민국,FUR-BO-10004404,가구,책장,"Ikea 3-Shelf Cabinet, Pine",Kai,,351997.92,3,0.2,4351.32
ID-2023-58677,11/8/23,11/12/23,표준 배송,MS-17710,한정호,소비자,음성군,충청북도,대한민국,OFF-SU-10000062,사무용품,일반 사무용품,"Stiletto Scissors, High Speed",Luke,,24082.2,1,0,459
IN-2023-31083,11/2/23,11/8/23,표준 배송,RP-19270,장주연,기업 고객,남구,대구광역시,대한민국,OFF-BI-10002792,사무용품,바인더,"Ibico Index Tab, Durable",Kai,,24111.27,3,0.15,2813.67
IN-2023-31083,11/2/23,11/8/23,표준 배송,RP-19270,장주연,기업 고객,남구,대구광역시,대한민국,OFF-AR-10001208,사무용품,필기구,"Binney & Smith Canvas, Water Color",Kai,,152984.7,5,0.45,8246.7
IN-2023-31083,11/2/23,11/8/23,표준 배송,RP-19270,장주연,기업 고객,남구,대구광역시,대한민국,TEC-PH-10003927,사무기기,전화기,"Nokia Audio Dock, with Caller ID",Kai,,382668.3,3,0.25,66325.5
IN-2023-31083,11/2/23,11/8/23,표준 배송,RP-19270,장주연,기업 고객,남구,대구광역시,대한민국,TEC-CO-10001157,사무기기,복사기,"Hewlett Personal Copier, Color",Kai,,579634.38,6,0.35,89055.18
IN-2023-22438,4/25/23,4/27/23,빠른 배송,TC-21475,정유화,홈 오피스,유성구,대전광역시,대한민국,FUR-CH-10001477,가구,의자,"Novimex Chairmat, Black",Luke,,219952.8,4,0,94492.8
IN-2023-22438,4/25/23,4/27/23,빠른 배송,TC-21475,정유화,홈 오피스,유성구,대전광역시,대한민국,TEC-PH-10003784,사무기기,전화기,"Motorola Signal Booster, with Caller ID",Luke,,291985.2,2,0,20379.6
IN-2023-57046,6/25/23,6/27/23,빠른 배송,MF-17665,류동엽,기업 고객,안동시,경상북도,대한민국,TEC-PH-10001921,사무기기,전화기,"Nokia Signal Booster, with Caller ID",Kai,,250614,2,0.1,2754
IN-2023-61617,6/28/23,7/2/23,빠른 배송,AS-10285,주소연,기업 고객,구로구,서울특별시,대한민국,OFF-ST-10003121,사무용품,수납용품,"Rogers Box, Industrial",Simon,,49878,2,0,6976.8
IN-2023-61617,6/28/23,7/2/23,빠른 배송,AS-10285,주소연,기업 고객,구로구,서울특별시,대한민국,OFF-LA-10002364,사무용품,라벨,"Smead Shipping Labels, Alphabetical",Simon,,23317.2,2,0,6732
IN-2023-57774,5/28/23,6/1/23,표준 배송,JG-15805,권지애,기업 고객,김포시,경기도,대한민국,OFF-SU-10000496,사무용품,일반 사무용품,"Fiskars Scissors, Steel",Simon,,165680.64,8,0.1,44015.04
IN-2023-57774,5/28/23,6/1/23,표준 배송,JG-15805,권지애,기업 고객,김포시,경기도,대한민국,OFF-PA-10003686,사무용품,종이,"SanDisk Message Books, Multicolor",Simon,,138966.84,6,0.1,-10850.76
IN-2023-57774,5/28/23,6/1/23,표준 배송,JG-15805,권지애,기업 고객,김포시,경기도,대한민국,FUR-CH-10001138,가구,의자,"Office Star Swivel Stool, Black",Simon,,472338.54,3,0.1,162605.34
IN-2023-57774,5/28/23,6/1/23,표준 배송,JG-15805,권지애,기업 고객,김포시,경기도,대한민국,TEC-PH-10003487,사무기기,전화기,"Motorola Office Telephone, with Caller ID",Simon,,263502.72,4,0.1,105361.92
ID-2023-30866,7/18/23,7/22/23,표준 배송,RM-19375,정준서,소비자,강남구,서울특별시,대한민국,FUR-CH-10002872,가구,의자,"SAFCO Executive Leather Armchair, Adjustable",Simon,,1277635.68,3,0.1,-42631.92
IN-2023-52454,10/5/23,10/9/23,표준 배송,BM-11140,오선주,소비자,보령시,충청남도,대한민국,FUR-CH-10000694,가구,의자,"Novimex Steel Folding Chair, Red",Luke,,251623.8,3,0,55355.4
IN-2023-52454,10/5/23,10/9/23,표준 배송,BM-11140,오선주,소비자,보령시,충청남도,대한민국,OFF-FA-10003218,사무용품,파스너,"Advantus Push Pins, Assorted Sizes",Luke,,169646.4,14,0,69400.8
IN-2023-52454,10/5/23,10/9/23,표준 배송,BM-11140,오선주,소비자,보령시,충청남도,대한민국,OFF-SU-10004236,사무용품,일반 사무용품,"Stiletto Letter Opener, Steel",Luke,,102326.4,4,0,33660
IN-2023-52454,10/5/23,10/9/23,표준 배송,BM-11140,오선주,소비자,보령시,충청남도,대한민국,OFF-FA-10001838,사무용품,파스너,"Stockwell Paper Clips, Metal",Luke,,135864,10,0,24174
IN-2023-52216,11/1/23,11/1/23,당일 배송,JK-15325,이우준,기업 고객,계룡시,충청남도,대한민국,OFF-EN-10002035,사무용품,봉투,"Kraft Mailers, Set of 50",Luke,,69125.4,2,0.1,4559.4
IN-2023-52216,11/1/23,11/1/23,당일 배송,JK-15325,이우준,기업 고객,계룡시,충청남도,대한민국,TEC-PH-10004578,사무기기,전화기,"Nokia Office Telephone, with Caller ID",Luke,,298946.7,5,0.1,46496.7
ID-2023-63087,4/13/23,4/18/23,빠른 배송,RM-19675,김희연,홈 오피스,수원시,경기도,대한민국,OFF-EN-10004977,사무용품,봉투,"Jiffy Manila Envelope, Recycled",Simon,,26824.572,2,0.47,-23298.228
IN-2023-28325,10/11/23,10/15/23,표준 배송,ML-17755,반윤형,홈 오피스,종로구,서울특별시,대한민국,OFF-LA-10002088,사무용품,라벨,"Novimex Round Labels, Laser Printer Compatible",Simon,,7674.48,2,0.4,881.28
IN-2023-28325,10/11/23,10/15/23,표준 배송,ML-17755,반윤형,홈 오피스,종로구,서울특별시,대한민국,OFF-LA-10002806,사무용품,라벨,"Novimex Shipping Labels, 5000 Label Set",Simon,,27833.76,4,0.4,4088.16
IN-2023-28325,10/11/23,10/15/23,표준 배송,ML-17755,반윤형,홈 오피스,종로구,서울특별시,대한민국,OFF-FA-10000197,사무용품,파스너,"Stockwell Push Pins, Metal",Simon,,17735.76,2,0.4,844.56
IN-2023-28325,10/11/23,10/15/23,표준 배송,ML-17755,반윤형,홈 오피스,종로구,서울특별시,대한민국,FUR-FU-10001640,가구,가구류,"Eldon Photo Frame, Black",Simon,,177816.6,5,0.4,-8996.4
IN-2023-28325,10/11/23,10/15/23,표준 배송,ML-17755,반윤형,홈 오피스,종로구,서울특별시,대한민국,OFF-SU-10004306,사무용품,일반 사무용품,"Kleencut Trimmer, Steel",Simon,,249879.6,10,0.4,-150062.4
IN-2023-10699,5/30/23,6/1/23,빠른 배송,KE-16420,조다혜,기업 고객,음성군,충청북도,대한민국,OFF-LA-10003627,사무용품,라벨,"Novimex Round Labels, Adjustable",Luke,,19140.3,5,0.1,2616.3
IN-2023-78081,6/20/23,6/24/23,표준 배송,CS-12355,홍진영,소비자,인제군,강원도,대한민국,TEC-PH-10004281,사무기기,전화기,"Samsung Audio Dock, Cordless",Marco,,389415.6,3,0.25,93452.4
IN-2023-53140,4/6/23,4/10/23,표준 배송,TT-21265,조경화,기업 고객,고양시,경기도,대한민국,TEC-AC-10002850,사무기기,악세사리,"Enermax Memory Card, Bluetooth",Simon,Yes,933422.4,8,0,139780.8
IN-2023-79796,3/29/23,4/3/23,표준 배송,GR-14560,권진아,기업 고객,완도군,전라남도,대한민국,OFF-BI-10002432,사무용품,바인더,"Ibico Binder, Recycled",Edwin,,48470.4,3,0,18819
IN-2023-46385,9/7/23,9/11/23,표준 배송,SC-20695,현은영,기업 고객,상주시,경상북도,대한민국,TEC-CO-10004997,사무기기,복사기,"Hewlett Wireless Fax, Color",Kai,,1167787.8,3,0,560530.8
IN-2023-16390,1/12/23,1/16/23,빠른 배송,BD-11620,김정환,소비자,양천구,서울특별시,대한민국,TEC-CO-10003448,사무기기,복사기,"Canon Personal Copier, Laser",Simon,,131035.32,1,0.1,23292.72
IN-2023-35878,10/16/23,10/20/23,표준 배송,PB-19105,최정희,소비자,동구,대구광역시,대한민국,OFF-BI-10004098,사무용품,바인더,"Acco 3-Hole Punch, Durable",Kai,,32252.4,1,0,306
IN-2023-35878,10/16/23,10/20/23,표준 배송,PB-19105,최정희,소비자,동구,대구광역시,대한민국,FUR-BO-10004230,가구,책장,"Bush Corner Shelving, Metal",Kai,,251838,2,0,103244.4
IN-2023-35878,10/16/23,10/20/23,표준 배송,PB-19105,최정희,소비자,동구,대구광역시,대한민국,OFF-EN-10004486,사무용품,봉투,"GlobeWeis Business Envelopes, Security-Tint",Kai,,100674,5,0,11016
IN-2023-17139,8/1/23,8/6/23,표준 배송,JM-15655,정찬경,기업 고객,달서구,대구광역시,대한민국,FUR-BO-10001342,가구,책장,"Safco Corner Shelving, Metal",Kai,,151898.4,1,0,0
IN-2023-17139,8/1/23,8/6/23,표준 배송,JM-15655,정찬경,기업 고객,달서구,대구광역시,대한민국,OFF-SU-10003629,사무용품,일반 사무용품,"Fiskars Letter Opener, High Speed",Kai,,139383,5,0,54315
ID-2023-71137,12/14/23,12/20/23,표준 배송,KB-16600,안보규,기업 고객,성북구,서울특별시,대한민국,OFF-AR-10002417,사무용품,필기구,"Boston Sketch Pad, Water Color",Simon,,175347.792,4,0.17,-12781.008
ID-2023-71137,12/14/23,12/20/23,표준 배송,KB-16600,안보규,기업 고객,성북구,서울특별시,대한민국,OFF-FA-10002890,사무용품,파스너,"Accos Staples, Bulk Pack",Simon,,46351.35,5,0.17,16669.35
ID-2023-71137,12/14/23,12/20/23,표준 배송,KB-16600,안보규,기업 고객,성북구,서울특별시,대한민국,OFF-LA-10004795,사무용품,라벨,"Novimex Shipping Labels, Alphabetical",Simon,,36573.12,4,0.17,1689.12
ID-2023-71137,12/14/23,12/20/23,표준 배송,KB-16600,안보규,기업 고객,성북구,서울특별시,대한민국,OFF-AR-10002400,사무용품,필기구,"Boston Highlighters, Water Color",Simon,,56002.59,3,0.17,-6146.01
ID-2023-71137,12/14/23,12/20/23,표준 배송,KB-16600,안보규,기업 고객,성북구,서울특별시,대한민국,FUR-FU-10001770,가구,가구류,"Deflect-O Clock, Erganomic",Simon,,36433.278,1,0.27,11463.678
IN-2023-44796,6/28/23,6/30/23,특급 배송,SG-20890,민효신,기업 고객,중구,울산광역시,대한민국,OFF-SU-10003515,사무용품,일반 사무용품,"Acme Shears, Serrated",Kai,,47552.4,1,0,5202
IN-2023-44796,6/28/23,6/30/23,특급 배송,SG-20890,민효신,기업 고객,중구,울산광역시,대한민국,TEC-PH-10000896,사무기기,전화기,"Cisco Signal Booster, VoIP",Kai,,154958.4,1,0,52662.6
IN-2023-27492,10/24/23,10/29/23,표준 배송,BE-11335,이석진,홈 오피스,제주시,제주특별자치도,대한민국,OFF-FA-10002241,사무용품,파스너,"Stockwell Clamps, Bulk Pack",Edwin,,96084,5,0,32589
IN-2023-27492,10/24/23,10/29/23,표준 배송,BE-11335,이석진,홈 오피스,제주시,제주특별자치도,대한민국,OFF-BI-10003917,사무용품,바인더,"Avery Hole Reinforcements, Economy",Edwin,,13494.6,3,0,4039.2
IN-2023-31384,3/26/23,4/2/23,표준 배송,SW-20245,임단비,소비자,진천군,충청북도,대한민국,OFF-LA-10004114,사무용품,라벨,"Avery File Folder Labels, Alphabetical",Luke,,41034.6,9,0.5,-17350.2
ID-2023-48149,1/11/23,1/15/23,표준 배송,NK-18490,이대중,홈 오피스,동대문구,서울특별시,대한민국,OFF-AP-10002226,사무용품,가전,"Hoover Blender, Black",Simon,,163563.12,2,0.17,-19730.88
ID-2023-48149,1/11/23,1/15/23,표준 배송,NK-18490,이대중,홈 오피스,동대문구,서울특별시,대한민국,OFF-BI-10000168,사무용품,바인더,"Cardinal Hole Reinforcements, Recycled",Simon,,4825.62,1,0.17,449.82
ID-2023-48149,1/11/23,1/15/23,표준 배송,NK-18490,이대중,홈 오피스,동대문구,서울특별시,대한민국,OFF-AR-10001043,사무용품,필기구,"BIC Pens, Blue",Simon,,12089.448,1,0.17,1287.648
ID-2023-48149,1/11/23,1/15/23,표준 배송,NK-18490,이대중,홈 오피스,동대문구,서울특별시,대한민국,OFF-ST-10001755,사무용품,수납용품,"Smead Lockers, Single Width",Simon,,840038.85,5,0.17,283271.85
ID-2023-48149,1/11/23,1/15/23,표준 배송,NK-18490,이대중,홈 오피스,동대문구,서울특별시,대한민국,OFF-AP-10000043,사무용품,가전,"Cuisinart Toaster, Silver",Simon,,137682.558,3,0.17,38079.558
ID-2023-48149,1/11/23,1/15/23,표준 배송,NK-18490,이대중,홈 오피스,동대문구,서울특별시,대한민국,FUR-CH-10003836,가구,의자,"Harbour Creations Rocking Chair, Red",Simon,,766662.498,7,0.27,-10669.302
IN-2023-59888,10/17/23,10/19/23,특급 배송,CR-12625,신형철,홈 오피스,동구,울산광역시,대한민국,TEC-PH-10000169,사무기기,전화기,"Apple Smart Phone, with Caller ID",Kai,,782209.44,2,0.4,117271.44
IN-2023-59888,10/17/23,10/19/23,특급 배송,CR-12625,신형철,홈 오피스,동구,울산광역시,대한민국,OFF-FA-10001650,사무용품,파스너,"OIC Push Pins, Metal",Kai,,36793.44,4,0.4,4235.04
IN-2023-59888,10/17/23,10/19/23,특급 배송,CR-12625,신형철,홈 오피스,동구,울산광역시,대한민국,FUR-FU-10004704,가구,가구류,"Deflect-O Door Stop, Black",Kai,,161384.4,6,0.4,-40392
IN-2023-59888,10/17/23,10/19/23,특급 배송,CR-12625,신형철,홈 오피스,동구,울산광역시,대한민국,TEC-MA-10002039,사무기기,전산기기,"Panasonic Calculator, Wireless",Kai,,153856.8,5,0.4,-66769.2
IN-2023-59888,10/17/23,10/19/23,특급 배송,CR-12625,신형철,홈 오피스,동구,울산광역시,대한민국,TEC-AC-10002455,사무기기,악세사리,"Logitech Flash Drive, Programmable",Kai,,39180.24,2,0.4,-5250.96
IN-2023-59888,10/17/23,10/19/23,특급 배송,CR-12625,신형철,홈 오피스,동구,울산광역시,대한민국,FUR-CH-10001913,가구,의자,"Office Star Swivel Stool, Adjustable",Kai,,971776.44,9,0.4,-437445.36
ID-2023-32686,8/30/23,9/5/23,표준 배송,MP-18175,안유성,홈 오피스,안양시,경기도,대한민국,TEC-CO-10000129,사무기기,복사기,"Brother Fax and Copier, Color",Simon,,127912.59,1,0.35,-25607.61
ID-2023-57333,5/10/23,5/12/23,빠른 배송,MY-18295,나수호,기업 고객,구리시,경기도,대한민국,TEC-CO-10003102,사무기기,복사기,"Canon Copy Machine, Color",Simon,,322621.92,2,0.4,-215081.28
ID-2023-57333,5/10/23,5/12/23,빠른 배송,MY-18295,나수호,기업 고객,구리시,경기도,대한민국,OFF-EN-10001958,사무용품,봉투,"GlobeWeis Clasp Envelope, Security-Tint",Simon,,15055.2,2,0.4,-7282.8
IN-2023-55205,9/22/23,9/24/23,특급 배송,GZ-14470,진바람,소비자,밀양시,경상남도,대한민국,OFF-EN-10000315,사무용품,봉투,"Jiffy Business Envelopes, Security-Tint",Kai,,117210.24,8,0.1,11701.44
ID-2023-16306,10/19/23,10/24/23,빠른 배송,CS-11950,안민혜,소비자,서구,부산광역시,대한민국,OFF-ST-10004668,사무용품,수납용품,"Smead Trays, Industrial",Kai,,27466.56,1,0.45,-14486.04
ID-2023-16306,10/19/23,10/24/23,빠른 배송,CS-11950,안민혜,소비자,서구,부산광역시,대한민국,OFF-SU-10004727,사무용품,일반 사무용품,"Stiletto Letter Opener, Easy Grip",Kai,,50490,3,0.45,-3672
ID-2023-16306,10/19/23,10/24/23,빠른 배송,CS-11950,안민혜,소비자,서구,부산광역시,대한민국,OFF-BI-10000854,사무용품,바인더,"Acco Binder Covers, Economy",Kai,,34645.32,3,0.15,-55.08
ID-2023-16306,10/19/23,10/24/23,빠른 배송,CS-11950,안민혜,소비자,서구,부산광역시,대한민국,TEC-PH-10001699,사무기기,전화기,"Samsung Smart Phone, Full Size",Kai,,1950566.4,4,0.25,-208080
IN-2023-17146,6/7/23,6/11/23,표준 배송,RF-19840,신형우,소비자,가평군,경기도,대한민국,OFF-SU-10004766,사무용품,일반 사무용품,"Kleencut Shears, Easy Grip",Simon,,44422.02,1,0.1,17738.82
IN-2023-58509,11/5/23,11/8/23,빠른 배송,JH-15985,양일권,소비자,성남시,경기도,대한민국,OFF-ST-10000007,사무용품,수납용품,"Fellowes File Cart, Single Width",Simon,,348816.132,3,0.17,138685.932
IN-2023-58509,11/5/23,11/8/23,빠른 배송,JH-15985,양일권,소비자,성남시,경기도,대한민국,TEC-CO-10004027,사무기기,복사기,"Sharp Fax Machine, Color",Simon,,845458.722,3,0.07,-54548.478
IN-2023-58509,11/5/23,11/8/23,빠른 배송,JH-15985,양일권,소비자,성남시,경기도,대한민국,TEC-AC-10003451,사무기기,악세사리,"Logitech Flash Drive, Erganomic",Simon,,45929.376,3,0.47,-2632.824
IN-2023-20912,8/2/23,8/8/23,표준 배송,SV-20785,송새벽,소비자,세종특별자치시,세종특별자치시,대한민국,OFF-PA-10002921,사무용품,종이,"Eaton Message Books, Multicolor",Luke,,112149,5,0,25704
IN-2023-25539,12/14/23,12/18/23,표준 배송,PO-19180,박희주,홈 오피스,송파구,서울특별시,대한민국,OFF-EN-10004744,사무용품,봉투,"GlobeWeis Mailers, with clear poly window",Simon,,128795.4,3,0,25704
IN-2023-25539,12/14/23,12/18/23,표준 배송,PO-19180,박희주,홈 오피스,송파구,서울특별시,대한민국,OFF-ST-10003411,사무용품,수납용품,"Eldon Trays, Wire Frame",Simon,,95961.6,2,0,14382
IN-2023-25539,12/14/23,12/18/23,표준 배송,PO-19180,박희주,홈 오피스,송파구,서울특별시,대한민국,TEC-PH-10003723,사무기기,전화기,"Samsung Audio Dock, with Caller ID",Simon,,510499.8,3,0,35710.2
IN-2023-74259,10/10/23,10/17/23,표준 배송,AT-10435,전성기,홈 오피스,전주시,전라북도,대한민국,OFF-PA-10002479,사무용품,종이,"Enermax Cards & Envelopes, 8.5 x 11",Edwin,,110801.376,4,0.47,1987.776
ID-2023-53007,8/28/23,8/30/23,특급 배송,TS-21340,손석주,소비자,수성구,대구광역시,대한민국,TEC-PH-10003481,사무기기,전화기,"Apple Office Telephone, Full Size",Kai,,112716.324,2,0.17,-1360.476
ID-2023-53007,8/28/23,8/30/23,특급 배송,TS-21340,손석주,소비자,수성구,대구광역시,대한민국,OFF-BI-10003012,사무용품,바인더,"Wilson Jones Hole Reinforcements, Economy",Kai,,7670.196,2,0.17,2345.796
IN-2023-20933,10/16/23,10/18/23,빠른 배송,NL-18310,김연경,홈 오피스,동래구,부산광역시,대한민국,TEC-PH-10002683,사무기기,전화기,"Apple Smart Phone, Cordless",Kai,,649026,1,0,240118.2
ID-2023-76534,6/1/23,6/6/23,표준 배송,VG-21805,양재연,기업 고객,양천구,서울특별시,대한민국,FUR-TA-10004745,가구,탁자,"Chromcraft Conference Table, Rectangular",Simon,,2485405.44,4,0.3,-497115.36
IN-2023-59216,6/6/23,6/10/23,빠른 배송,MD-17350,양세윤,소비자,성북구,서울특별시,대한민국,OFF-AR-10000242,사무용품,필기구,"BIC Pencil Sharpener, Blue",Simon,,147951,5,0,26622
IN-2023-17041,10/3/23,10/5/23,특급 배송,SO-20335,강희수,소비자,제주시,제주특별자치도,대한민국,OFF-AP-10002090,사무용품,가전,"Hamilton Beach Refrigerator, Red",Edwin,Yes,3060795.6,6,0,1101783.6
IN-2023-17041,10/3/23,10/5/23,특급 배송,SO-20335,강희수,소비자,제주시,제주특별자치도,대한민국,OFF-ST-10002650,사무용품,수납용품,"Fellowes Lockers, Wire Frame",Edwin,Yes,421056,2,0,134701.2
ID-2023-40925,10/7/23,10/12/23,표준 배송,RP-19270,장주연,기업 고객,남구,대구광역시,대한민국,TEC-AC-10003895,사무기기,악세사리,"Enermax Mouse, Bluetooth",Kai,,43561.548,2,0.47,-2522.052
IN-2023-13681,11/16/23,11/23/23,표준 배송,LT-17110,노홍익,소비자,제주시,제주특별자치도,대한민국,OFF-LA-10004745,사무용품,라벨,"Harbour Creations Shipping Labels, Adjustable",Edwin,,10501.92,2,0.45,709.92
IN-2023-49577,7/23/23,7/27/23,표준 배송,SC-20020,성재민,소비자,충주시,충청북도,대한민국,FUR-CH-10003822,가구,의자,"SAFCO Steel Folding Chair, Adjustable",Luke,,719712,8,0,338068.8
IN-2023-49577,7/23/23,7/27/23,표준 배송,SC-20020,성재민,소비자,충주시,충청북도,대한민국,OFF-FA-10004795,사무용품,파스너,"Advantus Paper Clips, Assorted Sizes",Luke,,34884,3,0,275.4
IN-2023-49577,7/23/23,7/27/23,표준 배송,SC-20020,성재민,소비자,충주시,충청북도,대한민국,TEC-AC-10001616,사무기기,악세사리,"SanDisk Numeric Keypad, Erganomic",Luke,,115974,2,0,11566.8
IN-2023-49577,7/23/23,7/27/23,표준 배송,SC-20020,성재민,소비자,충주시,충청북도,대한민국,FUR-CH-10002209,가구,의자,"Novimex Chairmat, Red",Luke,,344800.8,6,0,96390
IN-2023-33337,3/7/23,3/7/23,당일 배송,BH-11710,하태오,소비자,금산군,충청남도,대한민국,TEC-AC-10004487,사무기기,악세사리,"Memorex Router, Erganomic",Luke,,2016093.24,9,0.1,604668.24
IN-2023-12610,7/14/23,7/18/23,표준 배송,CM-12655,구예원,홈 오피스,부평구,인천광역시,대한민국,OFF-LA-10000095,사무용품,라벨,"Avery Round Labels, Laser Printer Compatible",Simon,,14565.6,2,0,5385.6
IN-2023-12610,7/14/23,7/18/23,표준 배송,CM-12655,구예원,홈 오피스,부평구,인천광역시,대한민국,FUR-CH-10002207,가구,의자,"Hon Chairmat, Set of Two",Simon,,176806.8,3,0,77754.6
ID-2023-19960,3/9/23,3/11/23,빠른 배송,LT-16765,문희진,소비자,북구,부산광역시,대한민국,TEC-CO-10003354,사무기기,복사기,"Brother Fax Machine, Laser",Kai,,422384.04,2,0.35,-32515.56
IN-2023-25686,8/29/23,9/2/23,표준 배송,ML-17410,우태희,소비자,수성구,대구광역시,대한민국,OFF-BI-10004589,사무용품,바인더,"Avery Binding Machine, Economy",Kai,,224175.6,5,0.1,9822.6
IN-2023-26148,10/1/23,10/1/23,당일 배송,VM-21685,노우석,홈 오피스,구로구,서울특별시,대한민국,TEC-MA-10001261,사무기기,전산기기,"Konica Printer, Wireless",Simon,,819590.4,3,0,376930.8
ID-2023-28605,4/26/23,5/1/23,빠른 배송,JF-15295,홍효민,소비자,강서구,서울특별시,대한민국,OFF-EN-10004526,사무용품,봉투,"GlobeWeis Mailers, Recycled",Simon,,152388,4,0,68544
ID-2023-28605,4/26/23,5/1/23,빠른 배송,JF-15295,홍효민,소비자,강서구,서울특별시,대한민국,OFF-BI-10001645,사무용품,바인더,"Ibico Binding Machine, Recycled",Simon,,369709.2,7,0,36842.4
ID-2023-28605,4/26/23,5/1/23,빠른 배송,JF-15295,홍효민,소비자,강서구,서울특별시,대한민국,FUR-CH-10000025,가구,의자,"Office Star Rocking Chair, Set of Two",Simon,,438069.6,3,0,87577.2
ID-2023-28605,4/26/23,5/1/23,빠른 배송,JF-15295,홍효민,소비자,강서구,서울특별시,대한민국,OFF-EN-10002166,사무용품,봉투,"Cameo Manila Envelope, with clear poly window",Simon,,93452.4,3,0,40116.6
ID-2023-28605,4/26/23,5/1/23,빠른 배송,JF-15295,홍효민,소비자,강서구,서울특별시,대한민국,OFF-PA-10002477,사무용품,종이,"Enermax Message Books, Multicolor",Simon,,170717.4,7,0,83538
IN-2023-29305,5/1/23,5/7/23,표준 배송,LS-17230,김민경,소비자,중구,울산광역시,대한민국,OFF-PA-10000453,사무용품,종이,"Xerox Cards & Envelopes, 8.5 x 11",Kai,,90165.96,2,0.1,24987.96
IN-2023-29305,5/1/23,5/7/23,표준 배송,LS-17230,김민경,소비자,중구,울산광역시,대한민국,TEC-AC-10004249,사무기기,악세사리,"Logitech Flash Drive, USB",Kai,,169205.76,6,0.1,60147.36
IN-2023-61288,7/17/23,7/21/23,표준 배송,FW-14395,고형석,기업 고객,금천구,서울특별시,대한민국,OFF-AP-10003917,사무용품,가전,"KitchenAid Stove, Silver",Simon,,1933295.76,4,0.17,582244.56
IN-2023-61288,7/17/23,7/21/23,표준 배송,FW-14395,고형석,기업 고객,금천구,서울특별시,대한민국,TEC-PH-10001884,사무기기,전화기,"Nokia Office Telephone, Full Size",Simon,,393618.204,7,0.17,-61770.996
IN-2023-61288,7/17/23,7/21/23,표준 배송,FW-14395,고형석,기업 고객,금천구,서울특별시,대한민국,OFF-LA-10002806,사무용품,라벨,"Novimex Shipping Labels, 5000 Label Set",Simon,,18439.866,3,0.47,630.666
IN-2023-61288,7/17/23,7/21/23,표준 배송,FW-14395,고형석,기업 고객,금천구,서울특별시,대한민국,TEC-MA-10002459,사무기기,전산기기,"StarTech Printer, White",Simon,,431054.856,2,0.17,10366.056
IN-2023-61288,7/17/23,7/21/23,표준 배송,FW-14395,고형석,기업 고객,금천구,서울특별시,대한민국,OFF-AP-10001664,사무용품,가전,"Cuisinart Stove, Black",Simon,,1820935.008,4,0.17,219331.008
IN-2023-61288,7/17/23,7/21/23,표준 배송,FW-14395,고형석,기업 고객,금천구,서울특별시,대한민국,OFF-EN-10003508,사무용품,봉투,"GlobeWeis Peel and Seal, with clear poly window",Simon,,26954.316,2,0.47,-34.884
IN-2023-61288,7/17/23,7/21/23,표준 배송,FW-14395,고형석,기업 고객,금천구,서울특별시,대한민국,FUR-TA-10001237,가구,탁자,"Barricks Coffee Table, Fully Assembled",Simon,,163785.582,1,0.47,-120549.618
IN-2023-61288,7/17/23,7/21/23,표준 배송,FW-14395,고형석,기업 고객,금천구,서울특별시,대한민국,OFF-SU-10004306,사무용품,일반 사무용품,"Kleencut Trimmer, Steel",Simon,,22072.698,1,0.47,-17921.502
IN-2023-61288,7/17/23,7/21/23,표준 배송,FW-14395,고형석,기업 고객,금천구,서울특별시,대한민국,FUR-TA-10001786,가구,탁자,"Chromcraft Computer Table, with Bottom Storage",Simon,,958873.032,4,0.47,-452398.968
IN-2023-12246,5/14/23,5/20/23,표준 배송,SE-20110,차혜민,소비자,동래구,부산광역시,대한민국,OFF-ST-10001554,사무용품,수납용품,"Eldon Folders, Industrial",Kai,,35618.4,2,0,1040.4
ID-2023-56927,9/21/23,9/26/23,빠른 배송,FC-14335,진규석,기업 고객,계양구,인천광역시,대한민국,OFF-AR-10003554,사무용품,필기구,"Stanley Canvas, Blue",Simon,,110506.086,3,0.27,-6079.914
ID-2023-56927,9/21/23,9/26/23,빠른 배송,FC-14335,진규석,기업 고객,계양구,인천광역시,대한민국,OFF-AR-10001226,사무용품,필기구,"Boston Pencil Sharpener, Fluorescent",Simon,,64668.51,3,0.27,-22174.29
ID-2023-56927,9/21/23,9/26/23,빠른 배송,FC-14335,진규석,기업 고객,계양구,인천광역시,대한민국,OFF-EN-10003413,사무용품,봉투,"Jiffy Interoffice Envelope, with clear poly window",Simon,,81057.564,3,0.47,-27541.836
ID-2023-56927,9/21/23,9/26/23,빠른 배송,FC-14335,진규석,기업 고객,계양구,인천광역시,대한민국,OFF-SU-10001689,사무용품,일반 사무용품,"Acme Box Cutter, Easy Grip",Simon,,106552.26,5,0.47,-90511.74
ID-2023-45895,8/30/23,9/1/23,특급 배송,BN-11470,이동인,기업 고객,남구,울산광역시,대한민국,TEC-AC-10002719,사무기기,악세사리,"Enermax Router, Programmable",Kai,,421392.294,3,0.47,-143177.706
ID-2023-39868,1/31/23,2/5/23,표준 배송,VB-21745,박순호,기업 고객,장수군,전라북도,대한민국,FUR-CH-10003336,가구,의자,"SAFCO Chairmat, Adjustable",Edwin,,92792.052,2,0.27,-14001.948
